filename,transcript_perekaman,transcript_training
novita_f_20201030_13474_dongeng_yogyakarta,Ia dan pasukannya pun berhasil mengalahkan Bupati Pasuruan yang bernama Anggajaya.,ia dan pasukannya pun berhasil mengalahkan bupati pasuruan yang bernama anggajaya 
novita_f_20201030_13475_dongeng_yogyakarta,"Akhirnya, Untung Suropati diangkat menjadi Adipati Pasuruan dengan gelar Adipati Wiranegara.",akhirnya untung suropati diangkat menjadi adipati pasuruan dengan gelar adipati wiranegara 
novita_f_20201030_13476_dongeng_yogyakarta,"Untuk merebut tahta tersebut, Pangeran Puger pun berkhianat dan memihak kepada Kompeni Belanda.",untuk merebut tahta tersebut pangeran puger pun berkhianat dan memihak kepada kompeni belanda 
novita_f_20201030_13477_dongeng_yogyakarta,"Akhirnya, dengan bantuan Kompeni Belanda, ia berhasil mengalahkan Amangkurat III.",akhirnya dengan bantuan kompeni belanda ia berhasil mengalahkan amangkurat iii 
novita_f_20201030_13478_dongeng_yogyakarta,Ia pun dinobatkan menjadi susuhunan dengan nama Pakubuwana I Kartasura atas dukungan Kompeni Belanda.,ia pun dinobatkan menjadi susuhunan dengan nama pakubuwana i kartasura atas dukungan kompeni belanda 
novita_f_20201030_13479_dongeng_yogyakarta,Sementara Amangkurat III yang diusir dari Kartasura segera mencari perlindungan kepada Untung Suropati di Pasuruan.,sementara amangkurat iii yang diusir dari kartasura segera mencari perlindungan kepada untung suropati di pasuruan 
novita_f_20201030_13480_dongeng_yogyakarta,Pertempuran sengit pun terjadi di benteng Bangil.,pertempuran sengit pun terjadi di benteng bangil 
novita_f_20201030_13481_dongeng_yogyakarta,"Dalam pertempuran itu, pasukan Pasuruan terdesak, sedangkan Untung Suropati mengalami luka berat hingga akhirnya wafat.",dalam pertempuran itu pasukan pasuruan terdesak sedangkan untung suropati mengalami luka berat hingga akhirnya wafat 
novita_f_20201030_13482_dongeng_yogyakarta,Demikian cerita Untung Suropati dari DKI Jakarta.,demikian cerita untung suropati dari dki jakarta 
novita_f_20201030_13483_dongeng_yogyakarta,"Menurut cerita, sebelum wafat, Untung Suropati pernah berwasiat agar kematiannya dirahasiakan.",menurut cerita sebelum wafat untung suropati pernah berwasiat agar kematiannya dirahasiakan 
novita_f_20201030_13484_dongeng_yogyakarta,"Hingga kini, letak makamnya belum diketahui secara pasti.",hingga kini letak makamnya belum diketahui secara pasti 
novita_f_20201030_13485_dongeng_yogyakarta,Ia rela berkorban demi membela bangsa dan negaranya dari penjajah.,ia rela berkorban demi membela bangsa dan negaranya dari penjajah 
novita_f_20201030_13486_dongeng_yogyakarta,Sifat kesatria sebagaimana yang ditunjukkan oleh Untung Suropati tersebut sangatlah diperlukan dalam kehidupan manusia.,sifat kesatria sebagaimana yang ditunjukkan oleh untung suropati tersebut sangatlah diperlukan dalam kehidupan manusia 
novita_f_20201030_13487_dongeng_yogyakarta,Si Jampang adalah pendekar legendaris dari Betawi yang dikenal sebagai Robin Hood dari Betawi.,si jampang adalah pendekar legendaris dari betawi yang dikenal sebagai robin hood dari betawi 
novita_f_20201030_13488_dongeng_yogyakarta,"Lalu, hasil rampokannya dibagi-bagikan kepada rakyat jelata.",lalu hasil rampokannya dibagi bagikan kepada rakyat jelata 
novita_f_20201030_13489_dongeng_yogyakarta,"Bagi, tuan tanah dan orang kaya, si Jampang adalah momok yang menakutkan.",bagi tuan tanah dan orang kaya si jampang adalah momok yang menakutkan 
novita_f_20201030_13490_dongeng_yogyakarta,"Namun, ia merupakan sosok pahlawan bagi rakyat kecil.",namun ia merupakan sosok pahlawan bagi rakyat kecil 
novita_f_20201030_13491_dongeng_yogyakarta,Bagaimana kisah hidup si Jampang? ,bagaimana kisah hidup si jampang 
novita_f_20201030_13492_dongeng_yogyakarta,"Berikut kisahnya dalam cerita Si Jampang, Robin Hood dari Betawi.",berikut kisahnya dalam cerita si jampang robin hood dari betawi 
novita_f_20201030_13493_dongeng_yogyakarta,"Selain si Pitung, Betawi juga memiliki pendekar legendaris yang dijuluki Robin Hood dari Betawi.",selain si pitung betawi juga memiliki pendekar legendaris yang dijuluki robin hood dari betawi 
novita_f_20201030_13494_dongeng_yogyakarta,"Ia adalah si Jampang yang terkenal tampan, gagah perkasa, dan sakti.",ia adalah si jampang yang terkenal tampan gagah perkasa dan sakti 
novita_f_20201030_13495_dongeng_yogyakarta,"Nama si Jampang diambil dari nama daerah asal ibunya yaitu daerah Jampang di Sukabumi, Jawa Barat.",nama si jampang diambil dari nama daerah asal ibunya yaitu daerah jampang di sukabumi jawa barat 
novita_f_20201030_13496_dongeng_yogyakarta,Ayahnya berasal dari Banten.,ayahnya berasal dari banten 
novita_f_20201030_13497_dongeng_yogyakarta,"Si Jampang dan istrinya tinggal di Grogol, Depok.",si jampang dan istrinya tinggal di grogol depok 
novita_f_20201030_13498_dongeng_yogyakarta,Mereka hidup berbahagia dan dikaruniai anak laki-laki yang sering dipanggil si Jampang Muda.,mereka hidup berbahagia dan dikaruniai anak laki laki yang sering dipanggil si jampang muda 
novita_f_20201030_13499_dongeng_yogyakarta,"Namun, kebahagiaan tersebut tidak berlangsung lama.",namun kebahagiaan tersebut tidak berlangsung lama 
novita_f_20201030_13500_dongeng_yogyakarta,"Saat anak mereka mulai beranjak remaja, istri si Jampang meninggal dunia karena sakit.",saat anak mereka mulai beranjak remaja istri si jampang meninggal dunia karena sakit 
novita_f_20201030_13501_dongeng_yogyakarta,"Sejak itulah, si Jampang hidup menduda dan merawat anak semata wayangnya seorang diri.",sejak itulah si jampang hidup menduda dan merawat anak semata wayangnya seorang diri 
novita_f_20201030_13502_dongeng_yogyakarta,"Karena ingin melihat anaknya menjadi anak saleh dan berguna bagi masyarakat, ia pun menitipkannya ke pondok pesantren.",karena ingin melihat anaknya menjadi anak saleh dan berguna bagi masyarakat ia pun menitipkannya ke pondok pesantren 
novita_f_20201030_13503_dongeng_yogyakarta,",Sejak itu, sang anak lebih tinggal di pondok pesantren.",sejak itu sang anak lebih tinggal di pondok pesantren 
novita_f_20201030_13504_dongeng_yogyakarta,"Terkadang, ia pulang menemui sang ayah jika memerlukan uang pembayaran sekolah dan untuk biaya hidup.",terkadang ia pulang menemui sang ayah jika memerlukan uang pembayaran sekolah dan untuk biaya hidup 
novita_f_20201030_13505_dongeng_yogyakarta,Si Jampang merasa kesepian.,si jampang merasa kesepian 
novita_f_20201030_13506_dongeng_yogyakarta,"lebih baik aye rampok harta mereka untuk aye bagikan kepada rakyat jelata, pikirnya ",lebih baik aye rampok harta mereka untuk aye bagikan kepada rakyat jelata pikirnya 
novita_f_20201030_13507_dongeng_yogyakarta,Si Jampang pun mulai merampok harta benda para tuan tanah dan orang-orang kaya di daerah Grogol.,si jampang pun mulai merampok harta benda para tuan tanah dan orang orang kaya di daerah grogol 
novita_f_20201030_13508_dongeng_yogyakarta,Mereka yang menjadi korbannya pun murka kepadanya.,mereka yang menjadi korbannya pun murka kepadanya 
novita_f_20201030_13509_dongeng_yogyakarta,"Namun, rakyat justru senang karena sering mendapat bagian harta hasil rampokan si Jampang.",namun rakyat justru senang karena sering mendapat bagian harta hasil rampokan si jampang 
novita_f_20201030_13510_dongeng_yogyakarta,Kenapa pakaianmu kamu bawa pulang semua? tanya si Jampang kepada anaknya ,kenapa pakaianmu kamu bawa pulang semua tanya si jampang kepada anaknya 
novita_f_20201030_13511_dongeng_yogyakarta,"tidak mau mengaji lagi, Be, jawab sang anak, Aye malu sekali.Malu kenapa, Tong? tanya sang Ayah.Bukankah Babe keturunan ",tidak mau mengaji lagi be jawab sang anak aye malu sekali malu kenapa tong tanya sang ayah bukankah babe keturunan 
novita_f_20201030_13512_dongeng_yogyakarta,Biasanya orang-orang Banten itu alim.,biasanya orang orang banten itu alim 
novita_f_20201030_13513_dongeng_yogyakarta,"Tapi, Babe kok malah suka merampok? ",tapi babe kok malah suka merampok 
novita_f_20201030_13514_dongeng_yogyakarta,Semua orang di pesantren membicarakan Babe.,semua orang di pesantren membicarakan babe 
novita_f_20201030_13515_dongeng_yogyakarta,"Aye kan malu, kata sang anak dengan perasaan kecewa.Hai, Tong.",aye kan malu kata sang anak dengan perasaan kecewa hai tong 
novita_f_20201030_13516_dongeng_yogyakarta,Kamu tidak perlu menasehati Babe seperti itu.,kamu tidak perlu menasehati babe seperti itu 
novita_f_20201030_13517_dongeng_yogyakarta,"Tadi memberi nasihat seperti kyai, tapi sekarang malah tidak mau mengaji lagi.",tadi memberi nasihat seperti kyai tapi sekarang malah tidak mau mengaji lagi 
novita_f_20201030_13518_dongeng_yogyakarta,Mau jadi perampok seperti ayah? tanya sang Ayah.Anak itu kembali menggeleng-gelengkan kepala.,mau jadi perampok seperti ayah tanya sang ayah anak itu kembali menggeleng gelengkan kepala 
novita_f_20201030_13519_dongeng_yogyakarta,"Ia benar-benar kecewa dengan perilaku ayahnya.Jadi, maumu apa, Tong? ",ia benar benar kecewa dengan perilaku ayahnya jadi maumu apa tong 
novita_f_20201030_13520_dongeng_yogyakarta,"Mau menikah? desak sang ayah yang mulai kesal.Tidak, Be.",mau menikah desak sang ayah yang mulai kesal tidak be 
novita_f_20201030_13521_dongeng_yogyakarta,"Babe saja yang menikah biar tidak kesepian lagi, ujar sang anak.",babe saja yang menikah biar tidak kesepian lagi ujar sang anak 
novita_f_20201030_13522_dongeng_yogyakarta,Babe akan mencarikanmu ibu yang baru.Sang anak hanya terdiam.,babe akan mencarikanmu ibu yang baru sang anak hanya terdiam 
novita_f_20201030_13523_dongeng_yogyakarta,"Janda itu adalah mantan istri Sarba, sahabatnya sejak kecil ketika mereka masih tinggal di Banten.",janda itu adalah mantan istri sarba sahabatnya sejak kecil ketika mereka masih tinggal di banten 
novita_f_20201030_13524_dongeng_yogyakarta,"Suatu hari, si Jampang menyambangi rumah janda itu.",suatu hari si jampang menyambangi rumah janda itu 
novita_f_20201030_13525_dongeng_yogyakarta,"Ciput pun terlihat gugup saat menyambut kedatangan si Jampang.Ma...Maaf, Tuan Jampang.",ciput pun terlihat gugup saat menyambut kedatangan si jampang ma maaf tuan jampang 
novita_f_20201030_13526_dongeng_yogyakarta,"Ada apa gerangan Tuan ke mari? tanya Ciput.Saya kemari ingin bertemu dengan tuan kamu, jawab si Jampang.",ada apa gerangan tuan ke mari tanya ciput saya kemari ingin bertemu dengan tuan kamu jawab si jampang 
novita_f_20201030_13527_dongeng_yogyakarta,"Ia lalu menceritakan perihal penyebab suaminya meninggal dunia.Dulu, kami ziarah ke makam di Gunung Kepuh Batu.",ia lalu menceritakan perihal penyebab suaminya meninggal dunia dulu kami ziarah ke makam di gunung kepuh batu 
novita_f_20201030_13528_dongeng_yogyakarta,"Di sana, Bang Sarba bernazar akan menyumbang sepasang kerbau ke makam itu jika dikaruniai anak.",di sana bang sarba bernazar akan menyumbang sepasang kerbau ke makam itu jika dikaruniai anak 
novita_f_20201030_13529_dongeng_yogyakarta,"Namun, setelah kami mempunyai anak laki-laki bernama Abdih, Bang Sarba lupa pada nazarnya.",namun setelah kami mempunyai anak laki laki bernama abdih bang sarba lupa pada nazarnya 
novita_f_20201030_13530_dongeng_yogyakarta,"Padahal, aye sendiri hanya ibu rumah tangga.",padahal aye sendiri hanya ibu rumah tangga 
novita_f_20201030_13531_dongeng_yogyakarta,"Kamu kan janda, sedangkan aye seorang duda.",kamu kan janda sedangkan aye seorang duda 
novita_f_20201030_13532_dongeng_yogyakarta,Ia tidak sudi menikah dengan seorang perampok.,ia tidak sudi menikah dengan seorang perampok 
novita_f_20201030_13533_dongeng_yogyakarta,Ia pun cepat-cepat pergi dari rumah itu.,ia pun cepat cepat pergi dari rumah itu 
novita_f_20201030_13534_dongeng_yogyakarta,"Namun, dalam hatinya berkata bahwa dirinya tetap bertekad ingin memperistri janda itu.",namun dalam hatinya berkata bahwa dirinya tetap bertekad ingin memperistri janda itu 
novita_f_20201030_13535_dongeng_yogyakarta,Jampang pun menceritakan perihal yang baru saja dialaminya di rumah Mayangsari ,jampang pun menceritakan perihal yang baru saja dialaminya di rumah mayangsari 
novita_f_20201030_13536_dongeng_yogyakarta,"harus menikahinya, Pin ",harus menikahinya pin 
novita_f_20201030_13537_dongeng_yogyakarta,"Untuk itulah, aye perlu dukun untuk meluluhkan hatinya, ujar si Jampang.Oh, aye tahu dukun yang ampuh, Mang.",untuk itulah aye perlu dukun untuk meluluhkan hatinya ujar si jampang oh aye tahu dukun yang ampuh mang 
novita_f_20201030_13538_dongeng_yogyakarta,"Namanya Pak Dul dari Kampung Gabus, kata Sarpin.",namanya pak dul dari kampung gabus kata sarpin 
novita_f_20201030_13539_dongeng_yogyakarta,"Hari itu juga, si Jampang ditemani Sarpin pergi ke Kampung Gabus.",hari itu juga si jampang ditemani sarpin pergi ke kampung gabus 
novita_f_20201030_13540_dongeng_yogyakarta,"Setiba di rumah Pak Dul, ia pun menyampaikan maksud hatinya.",setiba di rumah pak dul ia pun menyampaikan maksud hatinya 
novita_f_20201030_13541_dongeng_yogyakarta,Mayangsari pun menjadi gila terkena guna-guna si Jampang.,mayangsari pun menjadi gila terkena guna guna si jampang 
novita_f_20201030_13542_dongeng_yogyakarta,Ia sering tertawa sering dan memanggil-manggil nama si Jampang.,ia sering tertawa sering dan memanggil manggil nama si jampang 
novita_f_20201030_13543_dongeng_yogyakarta,gara-gara si Jampang ,gara gara si jampang 
novita_f_20201030_13544_dongeng_yogyakarta,"Dia pernah ke mari hendak melamar, tetapi ditolak, jawab Ciput.Wah, benar.",dia pernah ke mari hendak melamar tetapi ditolak jawab ciput wah benar 
novita_f_20201030_13545_dongeng_yogyakarta,Ini pasti diguna-guna oleh si Jampang.,ini pasti diguna guna oleh si jampang 
novita_f_20201030_13546_dongeng_yogyakarta,"Lihat saja, ibu selalu memanggil-manggil namanya, imbuh Abdih.",lihat saja ibu selalu memanggil manggil namanya imbuh abdih 
novita_f_20201030_13547_dongeng_yogyakarta,Abdih sedih melihat kondisi ibunya.,abdih sedih melihat kondisi ibunya 
novita_f_20201030_13548_dongeng_yogyakarta,Ia pun segera mencari keterangan mengenai dukun yang dapat menyembuhkan ibunya.,ia pun segera mencari keterangan mengenai dukun yang dapat menyembuhkan ibunya 
novita_f_20201030_13549_dongeng_yogyakarta,"Akhirnya, Abdih pun menemukan Pak Dul dari Kampung Gabus.",akhirnya abdih pun menemukan pak dul dari kampung gabus 
novita_f_20201030_13550_dongeng_yogyakarta,"Tanpa berpikir panjang, ia segera ke rumah dukun itu untuk meminta bantuan.",tanpa berpikir panjang ia segera ke rumah dukun itu untuk meminta bantuan 
novita_f_20201030_13551_dongeng_yogyakarta,Sang Dukun pun menyanggupi permintaan Abdih.,sang dukun pun menyanggupi permintaan abdih 
novita_f_20201030_13552_dongeng_yogyakarta,"Karena dia sendiri yang membuat guna-guna itu, makan ia pun dapat mencabutnya dengan mudah.",karena dia sendiri yang membuat guna guna itu makan ia pun dapat mencabutnya dengan mudah 
novita_f_20201030_13553_dongeng_yogyakarta,"Seketika itu juga, Mayangsari sembuh dan tidak ingat lagi kepada si Jampang.",seketika itu juga mayangsari sembuh dan tidak ingat lagi kepada si jampang 
novita_f_20201030_13554_dongeng_yogyakarta,"Keesokan harinya, Abdih pergi menemui si Jampang di rumahnya untuk membalas dendam.",keesokan harinya abdih pergi menemui si jampang di rumahnya untuk membalas dendam 
novita_f_20201030_13555_dongeng_yogyakarta,"Namun, saat bertemu pendekar sakti itu, ia malah takut sendiri melihat tampangnya.",namun saat bertemu pendekar sakti itu ia malah takut sendiri melihat tampangnya 
novita_f_20201030_13556_dongeng_yogyakarta,Ia pun terpaksa bicara baik-baik kepada si Jampang agar tidak lagi mengganggu ibunya.,ia pun terpaksa bicara baik baik kepada si jampang agar tidak lagi mengganggu ibunya 
novita_f_20201030_13557_dongeng_yogyakarta,Ia pun segera mencari akal agar si Jampang tidak jadi menikah dengan ibunya.,ia pun segera mencari akal agar si jampang tidak jadi menikah dengan ibunya 
novita_f_20201030_13558_dongeng_yogyakarta,"tidak boleh menikahi ibuku, Mang ",tidak boleh menikahi ibuku mang 
novita_f_20201030_13559_dongeng_yogyakarta,"Tapi, ada syaratnya, kata Abdih.Apa syarat itu, Abdih? ",tapi ada syaratnya kata abdih apa syarat itu abdih 
novita_f_20201030_13560_dongeng_yogyakarta,"Maka, sebab itulah ia mengajukan persyaratan itu.",maka sebab itulah ia mengajukan persyaratan itu 
novita_f_20201030_13561_dongeng_yogyakarta,"Tapi, bagi si Jampang, tidak ada yang sulit baginya.Baiklah, Abdih.",tapi bagi si jampang tidak ada yang sulit baginya baiklah abdih 
novita_f_20201030_13562_dongeng_yogyakarta,Kembalilah ke rumahmu! ,kembalilah ke rumahmu 
novita_f_20201030_13563_dongeng_yogyakarta,"Syaratmu akan segera kupenuhi, kata si Jampang.Abdi pun kembali ke rumahnya dengan perasaan cemas.",syaratmu akan segera kupenuhi kata si jampang abdi pun kembali ke rumahnya dengan perasaan cemas 
novita_f_20201030_13564_dongeng_yogyakarta,"Jika memang benar si Jampang dapat memenuhi syarat itu, maka dirinya pun akan memiliki bapak tiri seorang perampok.",jika memang benar si jampang dapat memenuhi syarat itu maka dirinya pun akan memiliki bapak tiri seorang perampok 
novita_f_20201030_13565_dongeng_yogyakarta,"Sementara itu, si Jampang kebingungan untuk memperoleh kerbau.",sementara itu si jampang kebingungan untuk memperoleh kerbau 
