filename,transcript_perekaman,transcript_training
rakagu_m_20201030_5659_wilayah1_semarang,Wilayah TOMBOLO PAO terletak di Indonesia ,wilayah tombolo pao terletak di indonesia 
rakagu_m_20201030_5660_wilayah1_semarang,Wilayah BUNGAYA terletak di Indonesia ,wilayah bungaya terletak di indonesia 
rakagu_m_20201030_5661_wilayah1_semarang,Wilayah BONTOLEMPANGAN terletak di Indonesia ,wilayah bontolempangan terletak di indonesia 
rakagu_m_20201030_5662_wilayah1_semarang,Wilayah TOMPOBULU terletak di Indonesia ,wilayah tompobulu terletak di indonesia 
rakagu_m_20201030_5663_wilayah1_semarang,Wilayah BIRINGBULU terletak di Indonesia ,wilayah biringbulu terletak di indonesia 
rakagu_m_20201030_5664_wilayah1_semarang,Wilayah SINJAI BARAT terletak di Indonesia ,wilayah sinjai barat terletak di indonesia 
rakagu_m_20201030_5665_wilayah1_semarang,Wilayah SINJAI BORONG terletak di Indonesia ,wilayah sinjai borong terletak di indonesia 
rakagu_m_20201030_5666_wilayah1_semarang,Wilayah SINJAI SELATAN terletak di Indonesia ,wilayah sinjai selatan terletak di indonesia 
rakagu_m_20201030_5667_wilayah1_semarang,Wilayah TELLU LIMPOE terletak di Indonesia ,wilayah tellu limpoe terletak di indonesia 
rakagu_m_20201030_5668_wilayah1_semarang,Wilayah SINJAI TIMUR terletak di Indonesia ,wilayah sinjai timur terletak di indonesia 
rakagu_m_20201030_5669_wilayah1_semarang,Wilayah SINJAI TENGAH terletak di Indonesia ,wilayah sinjai tengah terletak di indonesia 
rakagu_m_20201030_5670_wilayah1_semarang,Wilayah SINJAI UTARA terletak di Indonesia ,wilayah sinjai utara terletak di indonesia 
rakagu_m_20201030_5671_wilayah1_semarang,Wilayah BULUPODDO terletak di Indonesia ,wilayah bulupoddo terletak di indonesia 
rakagu_m_20201030_5672_wilayah1_semarang,Wilayah MANDAI terletak di Indonesia ,wilayah mandai terletak di indonesia 
rakagu_m_20201030_5673_wilayah1_semarang,Wilayah MONCONGLOE terletak di Indonesia ,wilayah moncongloe terletak di indonesia 
rakagu_m_20201030_5674_wilayah1_semarang,Wilayah MAROS BARU terletak di Indonesia ,wilayah maros baru terletak di indonesia 
rakagu_m_20201030_5675_wilayah1_semarang,Wilayah MARUSU terletak di Indonesia ,wilayah marusu terletak di indonesia 
rakagu_m_20201030_5676_wilayah1_semarang,Wilayah TURIKALE terletak di Indonesia ,wilayah turikale terletak di indonesia 
rakagu_m_20201030_5677_wilayah1_semarang,Wilayah LAU terletak di Indonesia ,wilayah lau terletak di indonesia 
rakagu_m_20201030_5678_wilayah1_semarang,Wilayah BONTOA terletak di Indonesia ,wilayah bontoa terletak di indonesia 
rakagu_m_20201030_5679_wilayah1_semarang,Wilayah BANTIMURUNG terletak di Indonesia ,wilayah bantimurung terletak di indonesia 
rakagu_m_20201030_5680_wilayah1_semarang,Wilayah SIMBANG terletak di Indonesia ,wilayah simbang terletak di indonesia 
rakagu_m_20201030_5681_wilayah1_semarang,Wilayah TANRALILI terletak di Indonesia ,wilayah tanralili terletak di indonesia 
rakagu_m_20201030_5682_wilayah1_semarang,Wilayah TOMPU BULU terletak di Indonesia ,wilayah tompu bulu terletak di indonesia 
rakagu_m_20201030_5683_wilayah1_semarang,Wilayah CAMBA terletak di Indonesia ,wilayah camba terletak di indonesia 
rakagu_m_20201030_5684_wilayah1_semarang,Wilayah CENRANA terletak di Indonesia ,wilayah cenrana terletak di indonesia 
rakagu_m_20201030_5685_wilayah1_semarang,Wilayah MALLAWA terletak di Indonesia ,wilayah mallawa terletak di indonesia 
rakagu_m_20201030_5686_wilayah1_semarang,Wilayah LIUKANG TANGAYA terletak di Indonesia ,wilayah liukang tangaya terletak di indonesia 
rakagu_m_20201030_5687_wilayah1_semarang,Wilayah LIUKANG KALMAS terletak di Indonesia ,wilayah liukang kalmas terletak di indonesia 
rakagu_m_20201030_5688_wilayah1_semarang,Wilayah LIUKANG TUPABBIRING terletak di Indonesia ,wilayah liukang tupabbiring terletak di indonesia 
rakagu_m_20201030_5689_wilayah1_semarang,Wilayah LIUKANG TUPABBIRING UTARA terletak di Indonesia ,wilayah liukang tupabbiring utara terletak di indonesia 
rakagu_m_20201030_5690_wilayah1_semarang,Wilayah PANGKAJENE terletak di Indonesia ,wilayah pangkajene terletak di indonesia 
rakagu_m_20201030_5691_wilayah1_semarang,Wilayah MINASATENE terletak di Indonesia ,wilayah minasatene terletak di indonesia 
rakagu_m_20201030_5692_wilayah1_semarang,Wilayah BALOCCI terletak di Indonesia ,wilayah balocci terletak di indonesia 
rakagu_m_20201030_5693_wilayah1_semarang,Wilayah TONDONG TALLASA terletak di Indonesia ,wilayah tondong tallasa terletak di indonesia 
rakagu_m_20201030_5694_wilayah1_semarang,Wilayah BUNGORO terletak di Indonesia ,wilayah bungoro terletak di indonesia 
rakagu_m_20201030_5695_wilayah1_semarang,Wilayah LABAKKANG terletak di Indonesia ,wilayah labakkang terletak di indonesia 
rakagu_m_20201030_5696_wilayah1_semarang,Wilayah MARANG terletak di Indonesia ,wilayah marang terletak di indonesia 
rakagu_m_20201030_5697_wilayah1_semarang,Wilayah SEGERI terletak di Indonesia ,wilayah segeri terletak di indonesia 
rakagu_m_20201030_5698_wilayah1_semarang,Wilayah MANDALLE terletak di Indonesia ,wilayah mandalle terletak di indonesia 
rakagu_m_20201030_5699_wilayah1_semarang,Wilayah PUJANANTING terletak di Indonesia ,wilayah pujananting terletak di indonesia 
rakagu_m_20201030_5700_wilayah1_semarang,Wilayah TANETE RILAU terletak di Indonesia ,wilayah tanete rilau terletak di indonesia 
rakagu_m_20201030_5701_wilayah1_semarang,Wilayah BARRU terletak di Indonesia ,wilayah barru terletak di indonesia 
rakagu_m_20201030_5702_wilayah1_semarang,Wilayah SOPPENG RIAJA terletak di Indonesia ,wilayah soppeng riaja terletak di indonesia 
rakagu_m_20201030_5703_wilayah1_semarang,Wilayah BALUSU terletak di Indonesia ,wilayah balusu terletak di indonesia 
rakagu_m_20201030_5704_wilayah1_semarang,Wilayah MALLUSETASI terletak di Indonesia ,wilayah mallusetasi terletak di indonesia 
rakagu_m_20201030_5705_wilayah1_semarang,Wilayah BONTOCANI terletak di Indonesia ,wilayah bontocani terletak di indonesia 
rakagu_m_20201030_5706_wilayah1_semarang,Wilayah KAHU terletak di Indonesia ,wilayah kahu terletak di indonesia 
rakagu_m_20201030_5707_wilayah1_semarang,Wilayah KAJUARA terletak di Indonesia ,wilayah kajuara terletak di indonesia 
rakagu_m_20201030_5708_wilayah1_semarang,Wilayah SALOMEKKO terletak di Indonesia ,wilayah salomekko terletak di indonesia 
rakagu_m_20201030_5709_wilayah1_semarang,Wilayah TONRA terletak di Indonesia ,wilayah tonra terletak di indonesia 
rakagu_m_20201030_5710_wilayah1_semarang,Wilayah LIBURENG terletak di Indonesia ,wilayah libureng terletak di indonesia 
rakagu_m_20201030_5711_wilayah1_semarang,Wilayah MARE terletak di Indonesia ,wilayah mare terletak di indonesia 
rakagu_m_20201030_5712_wilayah1_semarang,Wilayah SIBULUE terletak di Indonesia ,wilayah sibulue terletak di indonesia 
rakagu_m_20201030_5713_wilayah1_semarang,Wilayah CINA terletak di Indonesia ,wilayah cina terletak di indonesia 
rakagu_m_20201030_5714_wilayah1_semarang,Wilayah BAREBBO terletak di Indonesia ,wilayah barebbo terletak di indonesia 
rakagu_m_20201030_5715_wilayah1_semarang,Wilayah PONRE terletak di Indonesia ,wilayah ponre terletak di indonesia 
rakagu_m_20201030_5716_wilayah1_semarang,Wilayah LAPPARIAJA terletak di Indonesia ,wilayah lappariaja terletak di indonesia 
rakagu_m_20201030_5717_wilayah1_semarang,Wilayah LAMURU terletak di Indonesia ,wilayah lamuru terletak di indonesia 
rakagu_m_20201030_5718_wilayah1_semarang,Wilayah TELLU LIMPOE terletak di Indonesia ,wilayah tellu limpoe terletak di indonesia 
rakagu_m_20201030_5719_wilayah1_semarang,Wilayah BENGO terletak di Indonesia ,wilayah bengo terletak di indonesia 
rakagu_m_20201030_5720_wilayah1_semarang,Wilayah ULAWENG terletak di Indonesia ,wilayah ulaweng terletak di indonesia 
rakagu_m_20201030_5721_wilayah1_semarang,Wilayah PALAKKA terletak di Indonesia ,wilayah palakka terletak di indonesia 
rakagu_m_20201030_5722_wilayah1_semarang,Wilayah AWANGPONE terletak di Indonesia ,wilayah awangpone terletak di indonesia 
rakagu_m_20201030_5723_wilayah1_semarang,Wilayah TELLU SIATTINGE terletak di Indonesia ,wilayah tellu siattinge terletak di indonesia 
rakagu_m_20201030_5724_wilayah1_semarang,Wilayah AMALI terletak di Indonesia ,wilayah amali terletak di indonesia 
rakagu_m_20201030_5725_wilayah1_semarang,Wilayah AJANGALE terletak di Indonesia ,wilayah ajangale terletak di indonesia 
rakagu_m_20201030_5726_wilayah1_semarang,Wilayah DUA BOCCOE terletak di Indonesia ,wilayah dua boccoe terletak di indonesia 
rakagu_m_20201030_5727_wilayah1_semarang,Wilayah CENRANA terletak di Indonesia ,wilayah cenrana terletak di indonesia 
rakagu_m_20201030_5728_wilayah1_semarang,Wilayah TANETE RIATTANG BARAT terletak di Indonesia ,wilayah tanete riattang barat terletak di indonesia 
rakagu_m_20201030_5729_wilayah1_semarang,Wilayah TANETE RIATTANG terletak di Indonesia ,wilayah tanete riattang terletak di indonesia 
rakagu_m_20201030_5730_wilayah1_semarang,Wilayah TANETE RIATTANG TIMUR terletak di Indonesia ,wilayah tanete riattang timur terletak di indonesia 
rakagu_m_20201030_5731_wilayah1_semarang,Wilayah MARIO RIWAWO terletak di Indonesia ,wilayah mario riwawo terletak di indonesia 
rakagu_m_20201030_5732_wilayah1_semarang,Wilayah LALABATA terletak di Indonesia ,wilayah lalabata terletak di indonesia 
rakagu_m_20201030_5733_wilayah1_semarang,Wilayah LILI RIAJA terletak di Indonesia ,wilayah lili riaja terletak di indonesia 
rakagu_m_20201030_5734_wilayah1_semarang,Wilayah GANRA terletak di Indonesia ,wilayah ganra terletak di indonesia 
rakagu_m_20201030_5735_wilayah1_semarang,Wilayah CITTA terletak di Indonesia ,wilayah citta terletak di indonesia 
rakagu_m_20201030_5736_wilayah1_semarang,Wilayah LILI RILAU terletak di Indonesia ,wilayah lili rilau terletak di indonesia 
rakagu_m_20201030_5737_wilayah1_semarang,Wilayah DONRI DONRI terletak di Indonesia ,wilayah donri donri terletak di indonesia 
rakagu_m_20201030_5738_wilayah1_semarang,Wilayah MARIO RIAWA terletak di Indonesia ,wilayah mario riawa terletak di indonesia 
rakagu_m_20201030_5739_wilayah1_semarang,Wilayah SABBANG PARU terletak di Indonesia ,wilayah sabbang paru terletak di indonesia 
rakagu_m_20201030_5740_wilayah1_semarang,Wilayah TEMPE terletak di Indonesia ,wilayah tempe terletak di indonesia 
rakagu_m_20201030_5741_wilayah1_semarang,Wilayah PAMMANA terletak di Indonesia ,wilayah pammana terletak di indonesia 
rakagu_m_20201030_5742_wilayah1_semarang,Wilayah BOLA terletak di Indonesia ,wilayah bola terletak di indonesia 
rakagu_m_20201030_5743_wilayah1_semarang,Wilayah TAKKALALLA terletak di Indonesia ,wilayah takkalalla terletak di indonesia 
rakagu_m_20201030_5744_wilayah1_semarang,Wilayah PENRANG terletak di Indonesia ,wilayah penrang terletak di indonesia 
rakagu_m_20201030_5745_wilayah1_semarang,Wilayah MAJAULENG terletak di Indonesia ,wilayah majauleng terletak di indonesia 
rakagu_m_20201030_5746_wilayah1_semarang,Wilayah TANA SITOLO terletak di Indonesia ,wilayah tana sitolo terletak di indonesia 
rakagu_m_20201030_5747_wilayah1_semarang,Wilayah BELAWA terletak di Indonesia ,wilayah belawa terletak di indonesia 
rakagu_m_20201030_5748_wilayah1_semarang,Wilayah MANIANG PAJO terletak di Indonesia ,wilayah maniang pajo terletak di indonesia 
rakagu_m_20201030_5749_wilayah1_semarang,Wilayah GILIRENG terletak di Indonesia ,wilayah gilireng terletak di indonesia 
rakagu_m_20201030_5750_wilayah1_semarang,Wilayah PITUMPANUA terletak di Indonesia ,wilayah pitumpanua terletak di indonesia 
rakagu_m_20201030_5751_wilayah1_semarang,Wilayah PANCA LAUTANG terletak di Indonesia ,wilayah panca lautang terletak di indonesia 
rakagu_m_20201030_5752_wilayah1_semarang,Wilayah TELLULIMPO E terletak di Indonesia ,wilayah tellulimpo e terletak di indonesia 
rakagu_m_20201030_5753_wilayah1_semarang,Wilayah WATANG PULU terletak di Indonesia ,wilayah watang pulu terletak di indonesia 
rakagu_m_20201030_5754_wilayah1_semarang,Wilayah BARANTI terletak di Indonesia ,wilayah baranti terletak di indonesia 
rakagu_m_20201030_5755_wilayah1_semarang,Wilayah PANCA RIJANG terletak di Indonesia ,wilayah panca rijang terletak di indonesia 
rakagu_m_20201030_5756_wilayah1_semarang,Wilayah KULO terletak di Indonesia ,wilayah kulo terletak di indonesia 
rakagu_m_20201030_5757_wilayah1_semarang,Wilayah MARITENGNGAE terletak di Indonesia ,wilayah maritengngae terletak di indonesia 
rakagu_m_20201030_5758_wilayah1_semarang,Wilayah WATANG SIDENRENG terletak di Indonesia ,wilayah watang sidenreng terletak di indonesia 
rakagu_m_20201030_5759_wilayah1_semarang,Wilayah PITU RIAWA terletak di Indonesia ,wilayah pitu riawa terletak di indonesia 
rakagu_m_20201030_5760_wilayah1_semarang,Wilayah DUAPITUE terletak di Indonesia ,wilayah duapitue terletak di indonesia 
rakagu_m_20201030_5761_wilayah1_semarang,Wilayah PITU RIASE terletak di Indonesia ,wilayah pitu riase terletak di indonesia 
rakagu_m_20201030_5762_wilayah1_semarang,Wilayah SUPPA terletak di Indonesia ,wilayah suppa terletak di indonesia 
rakagu_m_20201030_5763_wilayah1_semarang,Wilayah MATTIROSOMPE terletak di Indonesia ,wilayah mattirosompe terletak di indonesia 
rakagu_m_20201030_5764_wilayah1_semarang,Wilayah LANRISANG terletak di Indonesia ,wilayah lanrisang terletak di indonesia 
rakagu_m_20201030_5765_wilayah1_semarang,Wilayah MATTIRO BULU terletak di Indonesia ,wilayah mattiro bulu terletak di indonesia 
rakagu_m_20201030_5766_wilayah1_semarang,Wilayah WATANG SAWITTO terletak di Indonesia ,wilayah watang sawitto terletak di indonesia 
rakagu_m_20201030_5767_wilayah1_semarang,Wilayah PALETEANG terletak di Indonesia ,wilayah paleteang terletak di indonesia 
rakagu_m_20201030_5768_wilayah1_semarang,Wilayah TIROANG terletak di Indonesia ,wilayah tiroang terletak di indonesia 
rakagu_m_20201030_5769_wilayah1_semarang,Wilayah PATAMPANUA terletak di Indonesia ,wilayah patampanua terletak di indonesia 
rakagu_m_20201030_5770_wilayah1_semarang,Wilayah CEMPA terletak di Indonesia ,wilayah cempa terletak di indonesia 
rakagu_m_20201030_5771_wilayah1_semarang,Wilayah DUAMPANUA terletak di Indonesia ,wilayah duampanua terletak di indonesia 
rakagu_m_20201030_5772_wilayah1_semarang,Wilayah BATULAPPA terletak di Indonesia ,wilayah batulappa terletak di indonesia 
rakagu_m_20201030_5773_wilayah1_semarang,Wilayah LEMBANG terletak di Indonesia ,wilayah lembang terletak di indonesia 
rakagu_m_20201030_5774_wilayah1_semarang,Wilayah MAIWA terletak di Indonesia ,wilayah maiwa terletak di indonesia 
rakagu_m_20201030_5775_wilayah1_semarang,Wilayah ENREKANG terletak di Indonesia ,wilayah enrekang terletak di indonesia 
rakagu_m_20201030_5776_wilayah1_semarang,Wilayah CENDANA terletak di Indonesia ,wilayah cendana terletak di indonesia 
rakagu_m_20201030_5777_wilayah1_semarang,Wilayah BARAKA terletak di Indonesia ,wilayah baraka terletak di indonesia 
rakagu_m_20201030_5778_wilayah1_semarang,Wilayah BUNTU BATU terletak di Indonesia ,wilayah buntu batu terletak di indonesia 
rakagu_m_20201030_5779_wilayah1_semarang,Wilayah ANGGERAJA terletak di Indonesia ,wilayah anggeraja terletak di indonesia 
rakagu_m_20201030_5780_wilayah1_semarang,Wilayah MALUA terletak di Indonesia ,wilayah malua terletak di indonesia 
rakagu_m_20201030_5781_wilayah1_semarang,Wilayah ALLA terletak di Indonesia ,wilayah alla terletak di indonesia 
rakagu_m_20201030_5782_wilayah1_semarang,Wilayah CURIO terletak di Indonesia ,wilayah curio terletak di indonesia 
rakagu_m_20201030_5783_wilayah1_semarang,Wilayah MASALLE terletak di Indonesia ,wilayah masalle terletak di indonesia 
rakagu_m_20201030_5784_wilayah1_semarang,Wilayah BAROKO terletak di Indonesia ,wilayah baroko terletak di indonesia 
rakagu_m_20201030_5785_wilayah1_semarang,Wilayah LAROMPONG terletak di Indonesia ,wilayah larompong terletak di indonesia 
rakagu_m_20201030_5786_wilayah1_semarang,Wilayah LAROMPONG SELATAN terletak di Indonesia ,wilayah larompong selatan terletak di indonesia 
rakagu_m_20201030_5787_wilayah1_semarang,Wilayah SULI terletak di Indonesia ,wilayah suli terletak di indonesia 
rakagu_m_20201030_5788_wilayah1_semarang,Wilayah SULI BARAT terletak di Indonesia ,wilayah suli barat terletak di indonesia 
rakagu_m_20201030_5789_wilayah1_semarang,Wilayah BELOPA terletak di Indonesia ,wilayah belopa terletak di indonesia 
rakagu_m_20201030_5790_wilayah1_semarang,Wilayah KAMANRE terletak di Indonesia ,wilayah kamanre terletak di indonesia 
rakagu_m_20201030_5791_wilayah1_semarang,Wilayah BELOPA UTARA terletak di Indonesia ,wilayah belopa utara terletak di indonesia 
rakagu_m_20201030_5792_wilayah1_semarang,Wilayah BAJO terletak di Indonesia ,wilayah bajo terletak di indonesia 
rakagu_m_20201030_5793_wilayah1_semarang,Wilayah BAJO BARAT terletak di Indonesia ,wilayah bajo barat terletak di indonesia 
rakagu_m_20201030_5794_wilayah1_semarang,Wilayah BASSESANGTEMPE terletak di Indonesia ,wilayah bassesangtempe terletak di indonesia 
rakagu_m_20201030_5795_wilayah1_semarang,Wilayah BUPON terletak di Indonesia ,wilayah bupon terletak di indonesia 
rakagu_m_20201030_5796_wilayah1_semarang,Wilayah PONRANG terletak di Indonesia ,wilayah ponrang terletak di indonesia 
rakagu_m_20201030_5797_wilayah1_semarang,Wilayah PONRANG SELATAN terletak di Indonesia ,wilayah ponrang selatan terletak di indonesia 
rakagu_m_20201030_5798_wilayah1_semarang,Wilayah BUA terletak di Indonesia ,wilayah bua terletak di indonesia 
rakagu_m_20201030_5799_wilayah1_semarang,Wilayah WALENRANG terletak di Indonesia ,wilayah walenrang terletak di indonesia 
rakagu_m_20201030_5800_wilayah1_semarang,Wilayah LAMASI terletak di Indonesia ,wilayah lamasi terletak di indonesia 
rakagu_m_20201030_5801_wilayah1_semarang,Wilayah WALENRANG BARAT terletak di Indonesia ,wilayah walenrang barat terletak di indonesia 
rakagu_m_20201030_5802_wilayah1_semarang,Wilayah LAMASI TIMUR terletak di Indonesia ,wilayah lamasi timur terletak di indonesia 
rakagu_m_20201030_5803_wilayah1_semarang,Wilayah BONGGAKARADENG terletak di Indonesia ,wilayah bonggakaradeng terletak di indonesia 
rakagu_m_20201030_5804_wilayah1_semarang,Wilayah SIMBUANG terletak di Indonesia ,wilayah simbuang terletak di indonesia 
rakagu_m_20201030_5805_wilayah1_semarang,Wilayah RANO terletak di Indonesia ,wilayah rano terletak di indonesia 
rakagu_m_20201030_5806_wilayah1_semarang,Wilayah MAPPAK terletak di Indonesia ,wilayah mappak terletak di indonesia 
rakagu_m_20201030_5807_wilayah1_semarang,Wilayah MENGKENDEK terletak di Indonesia ,wilayah mengkendek terletak di indonesia 
rakagu_m_20201030_5808_wilayah1_semarang,Wilayah SANGALLA terletak di Indonesia ,wilayah sangalla terletak di indonesia 
rakagu_m_20201030_5809_wilayah1_semarang,Wilayah SANGALA SELATAN terletak di Indonesia ,wilayah sangala selatan terletak di indonesia 
